,ID,Title,Type,Venue Name,Venue ID,Venue ISBN,Venue Acronym,Venue Presented At,Venue Extra,Venue Map Name,Venue Map ID,Citations,Collaborations,Experiments,Classification,Year,Citations 1986,Citations 1987,Citations 1988,Citations 1989,Citations 1990,Citations 1991,Citations 1992,Citations 1993,Citations 1994,Citations 1995,Citations 1996,Citations 1997,Citations 1998,Citations 1999,Citations 2000,Citations 2001,Citations 2002,Citations 2003,Citations 2004,Citations 2005,Citations 2006,Citations 2007,Citations 2008,Citations 2009,Citations 2010,Citations 2011,Citations 2012,Citations 2013,Citations 2014,Citations 2015,Citations 2016,Citations 2017,Citations 2018,Citations 2019,Citations 2020
258,497982,The SLAC linac during the PEP-II era,hep;core;conferencepaper,NA,516520,,,Contributed to,,NA,NA,1,,SLAC-PEP2-BABAR,Accelerators,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,502075,L'étude de la violation de CP dans le canal $B^{0} \to D^{+}D{-}$ à l'aide du détecteur BaBar,hep;thesis;core,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,Experiment-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,502096,Development of a data acquisition system for the BaBar CP violation experiment,hep;core;conferencepaper,NA,535927,,,Presented at,,NA,NA,3,,SLAC-PEP2-BABAR,Instrumentation;Computing,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
261,504232,The IFR online detector control system at the BaBar experiment,published;conferencepaper;hep;core;citeable,IEEE Trans.Nucl.Sci.,,,,,,,,,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,505347,Performance of the photomultiplier tubes used in the DIRC of BaBar: Effect of a magnetic field and of helium,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,8,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,505452,Tau physics at BaBar,hep;core;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,1,,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,505746,DIRC dreams: Research directions for the next generation of internally reflected imaging counters,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,14,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
265,505865,The BaBar experiment: CP-violation in B meson decays as a test of the standard model,hep;core;citeable;introductory,Phys.Bl.,,,,,,,,,,SLAC-PEP2-BABAR,Experiment-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,508559,The DIRC detector at BaBar,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,14,DIRC;BaBar,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
267,510103,The PEP-II interaction region with the BaBar solenoid,hep;core;conferencepaper,NA,534127,,,Presented at,,NA,NA,1,,SLAC-PEP2-BABAR,Accelerators,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,511248,LEP vertical tunnel movements: Lessons for future colliders,hep;core;conferencepaper;citeable,eConf,,,,,,,,,,SLAC-PEP2-BABAR,Accelerators,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,511485,Hadronic effects in two-body B decays,conferencepaper;hep;core;lectures;citeable;arxiv,NA,493483,,,Talk given at,,NA,NA,4,,SLAC-PEP2-BABAR,Phenomenology-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
270,511851,Design and performance of the Elefant digitizer IC for the BaBar drift chamber,published;conferencepaper;hep;core;citeable,IEEE Trans.Nucl.Sci.,,,,,,,,6,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
271,511862,A binary link tracker for the BaBar level 1 trigger system,published;conferencepaper;hep;core;citeable,IEEE Trans.Nucl.Sci.,,,,,,,,3,BaBar,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
272,512971,The BaBar silicon vertex tracker,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,23,BaBar,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,2,0,0,0,1,1,1,1,1,2,0,0,1,0,1,0,0,0
273,513329,Sun Microsystem's Autoclient and management of computer farms at BaBar,conferencepaper;hep;core;citeable;arxiv,NA,569294,,,Submitted to,,NA,NA,,,SLAC-PEP2-BABAR,General Physics,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,513486,Developing and commissioning BaBar electronics,hep;core;conferencepaper,NA,513484,,,Prepared for,,NA,NA,,BaBar,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,513559,CANbus and microcontroller use in the BaBar detector at SLAC,published;conferencepaper;hep;core;citeable,IEEE Trans.Nucl.Sci.,,,,,,,,1,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,513914,Take your marks!,published;hep;introductory;core;citeable,SLAC Beam Line,,,,,,,,,,SLAC-PEP2-BABAR,Phenomenology-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,514690,BaBaR: Status and prospects,hep;core;conferencepaper,NA,526292,,,Prepared for,"#DONE:In *Lake Louise 1999, Electroweak physics* 527-534",NA,NA,,BaBar,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,514901,The DIRC front end electronics chain for BaBar,published;conferencepaper;hep;core;citeable,IEEE Trans.Nucl.Sci.,,,,,,,,4,BaBar,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,514982,Startup of the BABAR experiment at PEP-II,hep;core;conferencepaper,Frascati Phys.Ser.,514963,,,Prepared for,"#DONE:In *La Thuile 1999, Results and perspectives in particle physics* 427-436",,,,BaBar,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,515309,Searching for new phenomena in the decays of the tau lepton,core;hep;review;conferencepaper,NA,528785,,,Prepared for,"#DONE:In *Cape Town 1999, Weak interactions and neutrinos* 92-97",NA,NA,,,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,515684,Electronics for the BaBar experiment at PEP-II: A short review,conferencepaper;hep;core;review;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,515732,The BaBar CsI(Tl) calorimeter,hep;core;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,4,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,515746,"The BaBar superconducting coil: Design, construction and test",hep;core;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,7,BaBar,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
284,515755,Radiation hardness characterisation of the front end chip for the BaBar silicon vertex tracker,hep;core;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,1,,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,515764,The BABAR software architecture and infrastructure,hep;core;conferencepaper;citeable,Nucl.Phys.Proc.Suppl.,,,,,,NUCLEAR PHYSICS B-PROCEEDINGS SUPPLEMENTS,13921,2,,SLAC-PEP2-BABAR,Computing;Experiment-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
286,515789,Status of the BaBar experiment,hep;core;conferencepaper;citeable,NA,1299599,,,Prepared for,,NA,NA,,,SLAC-PEP2-BABAR,Instrumentation;Experiment-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,515834,The design and construction of the BaBar silicon vertex tracker,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,26,BaBar,SLAC-PEP2-BABAR,Instrumentation,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,0,1,0,1,4,0,0,1,1,3,0,0,0,1,0,0,0
288,516388,A Determination of the running b quark mass m(b)(M(Z)),hep;core;conferencepaper,NA,539632,,,Prepared for,,NA,NA,,,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,516570,Commissioning of the PEP-II low-energy ring,hep;conferencepaper,NA,516520,,,Contributed to,,NA,NA,3,,SLAC-PEP2-BABAR,Accelerators,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
290,516586,Nonlinear longitudinal dynamics studies at the ALS,hep;conferencepaper,NA,516520,,,Contributed to,,NA,NA,,,SLAC-PEP2-BABAR,Accelerators,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,517309,Background measurements during PEP-II commissioning,hep;conferencepaper,NA,516520,,,To appear in the proceedings of,,NA,NA,7,,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
292,518115,Progress and Results from the SLAC B Factory,hep;core;conferencepaper,NA,566351,,,Prepared for,,NA,NA,,BaBar,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,518388,Status of the BaBar detector,hep;core;conferencepaper,NA,543501,,,Prepared for,,NA,NA,1,BaBar,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,518393,BaBar physics: Status report,hep;core;conferencepaper,NA,543501,,,Prepared for,,NA,NA,1,BaBar,SLAC-PEP2-BABAR,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,521229,Performances and first results from BaBar,hep;core;conferencepaper,NA,549599,,,Prepared for International Conference on Orbis Scientiae 199,,NA,NA,,,SLAC-PEP2-BABAR,Experiment-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,521905,A Monte Carlo study of the momentum dependence on the results of tracking unknown particle species in the BaBar detector,hep;thesis,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,Experiment-HEP,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,524506,Tracking in full Monte Carlo detector simulations of 500-GeV e+ e- collisions,hep;core;conferencepaper,NA,551373,,,Presented at,,NA,NA,,,SLAC-PEP2-BABAR,Instrumentation,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,524582,W boson reconstruction in full Monte Carlo detector simulations of 500-GeV e+ e- collisions,hep;core;conferencepaper,NA,551372,,,Presented at,,NA,NA,,,SLAC-PEP2-BABAR,Instrumentation;Phenomenology-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,525677,The BaBar silicon vertex tracker,published;citeable;hep,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,20,BaBar,SLAC-PEP2-BABAR,Instrumentation,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,1,2,0,0,2,0,3,1,2,0,0,0
300,526764,First year operational experience with the Cherenkov Detector (DIRC) of BaBar,published;conferencepaper;hep;core;citeable,IEEE Trans.Nucl.Sci.,,,,,,,,1,BaBar,SLAC-PEP2-BABAR,Instrumentation,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,528446,Status of PEP-II and BaBar,conferencepaper;hep;core;citeable;arxiv,Int.J.Mod.Phys.,,,,,,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,1,,SLAC-PEP2-BABAR,Accelerators;Instrumentation;Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,529843,Upgrade of the PEP-II low beta optics,conferencepaper;hep;core;citeable;arxiv,NA,550325,,,Presented at,,NA,NA,,,SLAC-PEP2-BABAR,Accelerators,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,529858,The BaBar light pulser system,hep;thesis;core,NA,,,,,,NA,NA,5,,SLAC-PEP2-BABAR,Instrumentation,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,530077,Slow feedback systems for PEP-II,hep;core;conferencepaper,NA,550325,,,Presented at,,NA,NA,3,,SLAC-PEP2-BABAR,Accelerators,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
305,530306,Status of the DIRC detector at BaBar: Early operational experience,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,5,,SLAC-PEP2-BABAR,Instrumentation,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,530479,The BaBar calorimeter light pulser system,published;conferencepaper;hep;core;citeable;arxiv,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2,BaBar,SLAC-PEP2-BABAR,Instrumentation,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,531841,Performance of the BaBar Detector,hep;core;conferencepaper;citeable,AIP Conf.Proc.,525700,,,,,AIP CONFERENCE PROCEEDINGS,907,1,BaBar,SLAC-PEP2-BABAR,Instrumentation,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,532046,First data from the BABAR experiment at PEP-II,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,532048,BaBar: B-physics potentials and prospects,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,2,BaBar,SLAC-PEP2-BABAR,Phenomenology-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,532337,A Study of time dependent CP violating asymmetries in $B^0 \to J/\psi K^0_{s}$ and $B^0 \to \psi_{2S} K^0_{s}$ decays,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,40,BaBar,SLAC-PEP2-BaBar,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,532338,Measurement of inclusive production of charmonium states in B meson decays,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,7,BaBar,SLAC-PEP2-BaBar,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,532339,Exclusive B decays to charmonium final states,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,19,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,532340,Measurement of the branching fractions for $B^0 \to D^{*-} \pi^{+}$ and $B^0 \to D^{*-} \rho^{+}$,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Contributed to,,NA,NA,6,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,532341,A Measurement of the B0 - anti-B0 oscillation frequency and determination of flavor tagging efficiency using semileptonic and hadronic B0 decays,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,24,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,532342,Measurement of the B0 meson properties using partially reconstructed B0 to D*- pi+ and B0 to D*- lepton+ lepton neutrino decays with the BaBar detector,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,11,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,532343,Measurement of the time dependence of B0 - anti-B0 oscillations using inclusive dilepton events,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,18,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,532344,A Measurement of the branching fraction of the exclusive decay $B^0 \to$ K*0 $\gamma$,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,10,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,532397,Study of inclusive $D_s$ (*) +- production in $B$ decays and measurement of $B^0 \to D^{*-} D_s$ (*) + decays using a partial reconstruction technique,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,5,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,532398,Measurement of branching fractions for two-body charmless B decays to charged pions and kaons at BaBar,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,23,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,532399,Measurements of charmless three-body and quasi two-body B decays,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,28,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,532400,Search for $B^{+} \to K^{+} \ell^+ \ell^-$ and $B^0 \to$ K*0 $\ell^+$ lepton-,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,5,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,532401,A Measurement of the charged and neutral B meson life-times using fully reconstructed decays,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,22,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,533369,Etude du bruit de fond engendré par l'accélérateur PEP-II avec un anneau de cristaux de CsI(Na). Etude des oscillations des mesons B neutres avec le détecteur BaBar en utilisant les événements di-leptons,thesis;core;hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,Experiment-HEP;Accelerators,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,534150,Measurement of B0 and B+- lifetimes and B0 - anti-B0 mixing with fully reconstructed B decays in BABAR,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,Talk given at,,NA,NA,2,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,534366,Study of the rare charmless hadronic B meson decays B0 ---> phi K0 and B ---> k*+ pi-,hep;thesis;core,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,535485,PIN photodiodes for radiation monitoring and protection in the BABAR Silicon Vertex Tracker,published;conferencepaper;hep;core;citeable;arxiv,Int.J.Mod.Phys.,,,,,,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,12,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,2,0,0,0,0,0,2,0,0,0,0,0,1,0
327,535697,Measurements of inclusive and exclusive B decays to charmonium with BaBar,conferencepaper;hep;core;citeable;arxiv,NA,569233,,,To be published in the proceedings of,,NA,NA,1,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,535801,Search for $B^{+} \to K^{+} \ell^+ \ell^-$ and $B^0 \to$ K*0 $\ell^+$ lepton-,published;conferencepaper;hep;core;citeable;arxiv,Int.J.Mod.Phys.,,,,,,INTERNATIONAL JOURNAL OF MODERN PHYSICS A,8627,1,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,535806,First year of the BABAR experiment data taking,conferencepaper;hep;core;citeable;arxiv,NA,542718,,,Contributed to,,NA,NA,3,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
